id,title,original_title,overview,genres,release_date,vote_average,vote_count,popularity,runtime,budget,revenue,keywords,cast,crew,combined_features
2153,The Driver,The Driver,The Driver specializes in driving getaway cars for robberies. His exceptional talent has prevented him from being caught yet. After another successful flight from the police a self-assured detective makes it his primary goal to catch the Driver. He promises pardons to a gang if they help to convict him in a set-up robbery. The Driver seeks help from The Player to mislead the detective.,Unknown,1978-06-08,7.1,91.0,6.163618,91.0,0,0.0,,,,the driver the driver specializes in driving getaway cars for robberies  his exceptional talent has prevented him from being caught yet  after another successful flight from the police a self assured detective makes it his primary goal to catch the driver  he promises pardons to a gang if they help to convict him in a set up robbery  the driver seeks help from the player to mislead the detective  unknown
116,Match Point,Match Point,"Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins.",Unknown,2005-10-26,7.2,1134.0,9.020372,124.0,15000000,85306374.0,,,,match point match point is woody allen s satire of the british high society and the ambition of a young tennis instructor to enter into it  yet when he must decide between two women   one assuring him his place in high society  and the other that would bring him far from it   palms start to sweat and a dark psychological match in his head begins  unknown
254,King Kong,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",Unknown,2005-12-14,6.6,2403.0,19.761164,187.0,207000000,550000000.0,,,,king kong in 1933 new york  an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious skull island  where they encounter kong  a giant ape who is immediately smitten with the leading lady  unknown
1904,Memoirs of a Geisha,Memoirs of a Geisha,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",Unknown,2005-12-06,7.3,670.0,7.680762,145.0,85000000,162242962.0,,,,memoirs of a geisha a sweeping romantic epic set in japan in the years before world war ii  a penniless japanese child is torn from her family to work as a maid in a geisha house  unknown
2008,The Promise,Wu Ji,"An orphaned girl, driven by poverty at such a young age, makes a promise with an enchantress. In return for beauty and the admiration of every man, she will never be with the man she loves. This spell cannot be broken unless the impossible happens: snow falling in spring and the dead coming back to life. Now a grown and beautiful princess, she regrets her promise, for all of the men she's loved has always been met with tragedy. In love again with a man behind a red armor and a golden mask who rescues her from death, she is tormented by their inevitable parting. Meanwhile, Kunlun, the slave of a great general, is searching for the lost memories of a family he once had. Soon the fate of these two intertwine when the princess believes the general to be her hero, thus pulling him into this web of fate. What end will befallen our three characters? Are their fates already sealed by a higher power, or can they still choose a life they want?",Unknown,2005-12-15,5.0,29.0,2.447818,98.0,0,0.0,,,,the promise an orphaned girl  driven by poverty at such a young age  makes a promise with an enchantress  in return for beauty and the admiration of every man  she will never be with the man she loves  this spell cannot be broken unless the impossible happens  snow falling in spring and the dead coming back to life  now a grown and beautiful princess  she regrets her promise  for all of the men she s loved has always been met with tragedy  in love again with a man behind a red armor and a golden mask who rescues her from death  she is tormented by their inevitable parting  meanwhile  kunlun  the slave of a great general  is searching for the lost memories of a family he once had  soon the fate of these two intertwine when the princess believes the general to be her hero  thus pulling him into this web of fate  what end will befallen our three characters  are their fates already sealed by a higher power  or can they still choose a life they want  unknown
917,Mother India,Mother India,Mother India is an Indian film from director Mehboob Khan from 1957 and is the most successful and popular Hindi film.,Unknown,1957-02-13,6.8,11.0,0.97758,172.0,0,0.0,,,,mother india mother india is an indian film from director mehboob khan from 1957 and is the most successful and popular hindi film  unknown
84847,Cinderella Liberty,Cinderella Liberty,A lonely Navy sailor falls in love with a hooker and becomes a surrogate father figure for her son during an extended liberty due to his service records being lost.,Unknown,1973-12-18,6.8,4.0,0.485032,117.0,0,0.0,,,,cinderella liberty a lonely navy sailor falls in love with a hooker and becomes a surrogate father figure for her son during an extended liberty due to his service records being lost  unknown
8290,Don't Look Now: We're Being Shot At,La Grande Vadrouille,"During World War II, two French civilians and a downed English Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops - and the consequences of their own blunders.",Unknown,1966-12-07,7.8,234.0,7.727202,132.0,0,0.0,,,,don t look now  we re being shot at during world war ii  two french civilians and a downed english bomber crew set out from paris to cross the demarcation line between nazi occupied northern france and the south  from there they will be able to escape to england  first  they must avoid german troops   and the consequences of their own blunders  unknown
612,Munich,Munich,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",Unknown,2005-12-22,7.0,706.0,9.668761,164.0,70000000,130358911.0,,,,munich during the 1972 olympic games in munich  eleven israeli athletes are taken hostage and murdered by a palestinian terrorist group known as black september  in retaliation  the israeli government recruits a group of mossad agents to track down and execute those responsible for the attack  unknown
546,Transamerica,Transamerica,Bree is about to get a sex change operation that will finally allow her to actually be what she’s already been in her mind for a long time: a transitioned woman. Yet before this happens she suddenly runs into her son who ends up coming for the trip across the United States.,Unknown,2005-12-23,6.9,149.0,7.398205,103.0,1000000,13350369.0,,,,transamerica bree is about to get a sex change operation that will finally allow her to actually be what she s already been in her mind for a long time  a transitioned woman  yet before this happens she suddenly runs into her son who ends up coming for the trip across the united states  unknown
2800,Rumor Has It...,Rumor Has It...,"Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her – and that maybe the Huttinger family isn't even hers – as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.",Unknown,2005-12-23,5.3,309.0,6.158212,97.0,70000000,88933562.0,,,,rumor has it    sarah huttinger s return home with her fiance convinces her that the sedate  proper  country club lifestyle of her family isn t for her   and that maybe the huttinger family isn t even hers   as she uncovers secrets that suggest the huttingers are neither sedate nor proper  unknown
4495,The Spirit of the Beehive,El espíritu de la colmena,"In the aftermath of the Spanish Civil War, Ana, a sensitive seven-year-old girl in a rural Spanish hamlet is traumatized after a traveling projectionist screens a print of James Whale's 1931 ""Frankenstein"" for the village. The youngster is profoundly disturbed by the scenes in which the monster murders the little girl and is later killed himself by the villagers. She questions her sister about the profundities of life and death and believes her older sibling when she tells her that the monster is not dead, but exists as a spirit inhabiting a nearby barn. When a Loyalist soldier, a fugitive from Franco's victorious army, hides out in the barn, Ana crosses from reality into a fantasy world of her own.",Unknown,1973-10-08,7.5,75.0,5.446736,97.0,0,0.0,,,,the spirit of the beehive in the aftermath of the spanish civil war  ana  a sensitive seven year old girl in a rural spanish hamlet is traumatized after a traveling projectionist screens a print of james whale s 1931  frankenstein  for the village  the youngster is profoundly disturbed by the scenes in which the monster murders the little girl and is later killed himself by the villagers  she questions her sister about the profundities of life and death and believes her older sibling when she tells her that the monster is not dead  but exists as a spirit inhabiting a nearby barn  when a loyalist soldier  a fugitive from franco s victorious army  hides out in the barn  ana crosses from reality into a fantasy world of her own  unknown
43899,David Copperfield,David Copperfield,Charles Dickens' classic tale of an orphaned boy's fight for happiness and the colorful characters who help and hinder him.,Unknown,1935-01-18,5.4,13.0,1.132759,130.0,0,0.0,,,,david copperfield charles dickens  classic tale of an orphaned boy s fight for happiness and the colorful characters who help and hinder him  unknown
6935,Yamakasi,Yamakasi - Les samouraïs des temps modernes,"Yamakasi - Les samouraïs des temps modernes is a 2001 French movie written by Luc Besson. It demonstrates the skills of the Yamakasi, a group of traceurs who battle against injustice in the Paris ghetto. They use parkour to steal from the rich in order to pay off medical bills for a kid injured copying their techniques.",Unknown,2001-04-04,5.8,140.0,7.165551,90.0,0,0.0,,,,yamakasi yamakasi   les samoura s des temps modernes is a 2001 french movie written by luc besson  it demonstrates the skills of the yamakasi  a group of traceurs who battle against injustice in the paris ghetto  they use parkour to steal from the rich in order to pay off medical bills for a kid injured copying their techniques  unknown
4550,Sympathy for Lady Vengeance,친절한 금자씨,"After a 13-year imprisonment for the kidnap and murder of a 6 year old boy, beautiful Lee Guem-ja starts seeking revenge on the man that was really responsible for the boy's death. With the help of fellow inmates and reunited with her daughter, she gets closer and closer to her goal. But will her actions lead to the relief she seeks?",Unknown,2005-07-29,7.4,362.0,7.400261,115.0,0,23803308.0,,,,sympathy for lady vengeance after a 13 year imprisonment for the kidnap and murder of a 6 year old boy  beautiful lee guem ja starts seeking revenge on the man that was really responsible for the boy s death  with the help of fellow inmates and reunited with her daughter  she gets closer and closer to her goal  but will her actions lead to the relief she seeks  unknown
6934,Yesterday,Yesterday,"After falling ill, Yesterday learns that she is HIV positive. With her husband in denial and young daughter to tend to, Yesterday's one goal is to live long enough to see her child go to school.",Unknown,2004-09-03,8.3,6.0,1.678469,96.0,0,0.0,,,,yesterday after falling ill  yesterday learns that she is hiv positive  with her husband in denial and young daughter to tend to  yesterday s one goal is to live long enough to see her child go to school  unknown
1690,Hostel,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",Unknown,2005-01-06,5.7,913.0,12.093928,94.0,4800000,80578934.0,,,,hostel three backpackers head to a slovakian city that promises to meet their hedonistic expectations  with no idea of the hell that awaits them  unknown
834,Underworld: Evolution,Underworld: Evolution,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",Unknown,2006-01-12,6.4,1548.0,12.496805,106.0,50000000,111340801.0,,,,underworld  evolution as the war between the vampires and the lycans rages on  selene  a former member of the death dealers  an elite vampire special forces unit that hunts werewolves   and michael  the werewolf hybrid  work together in an effort to unlock the secrets of their respective bloodlines  unknown
26782,Shadows of Forgotten Ancestors,Тіні забутих предків,"In a Carpathian village, Ivan falls in love with Marichka, the daughter of his father's killer. When tragedy befalls her, his grief lasts months; finally he rejoins the colorful life around him, marrying Palagna. She wants children but his mind stays on his lost love. To recapture his attention, Palagna tries sorcery, and in the process comes under the spell of the sorcerer, publicly humiliating Ivan, who then fights the sorcerer. The lively rhythms of village life, the work and the holidays, the pageant and revelry of weddings and funerals, the change of seasons, and nature's beauty give proportion to Ivan's tragedy.",Unknown,1965-09-03,7.5,35.0,2.559625,97.0,0,0.0,,,,shadows of forgotten ancestors in a carpathian village  ivan falls in love with marichka  the daughter of his father s killer  when tragedy befalls her  his grief lasts months  finally he rejoins the colorful life around him  marrying palagna  she wants children but his mind stays on his lost love  to recapture his attention  palagna tries sorcery  and in the process comes under the spell of the sorcerer  publicly humiliating ivan  who then fights the sorcerer  the lively rhythms of village life  the work and the holidays  the pageant and revelry of weddings and funerals  the change of seasons  and nature s beauty give proportion to ivan s tragedy  unknown
4772,Cul-de-sac,Cul-de-sac,"A wounded criminal and his dying partner take refuge at a beachfront castle. The owners of the castle, a meek Englishman and his willful French wife, are initially the unwilling hosts to the criminals. Quickly, however, the relationships between the criminal, the wife, and the Englishman begin to shift in humorous and bizarre fashion.",Unknown,1966-02-01,6.9,48.0,3.681667,113.0,0,0.0,,,,cul de sac a wounded criminal and his dying partner take refuge at a beachfront castle  the owners of the castle  a meek englishman and his willful french wife  are initially the unwilling hosts to the criminals  quickly  however  the relationships between the criminal  the wife  and the englishman begin to shift in humorous and bizarre fashion  unknown
2455,Confidentially Yours,Vivement dimanche!,"Claude Massoulier is murdered while hunting at the same place as Julien Vercel (Jean-Louis Trintignant), an estate agent who knew him and whose fingerprints are found on Massoulier's car. As the police discover that Marie-Christine Vercel (Caroline Sihol), Julien's wife, was Massoulier's mistress, Julien is the prime suspect. But his secretary, Barbara Becker (Fanny Ardant), while not quite convinced he is innocent, defends him and leads her private investigations.",Unknown,1983-08-10,7.1,25.0,2.672873,110.0,0,0.0,,,,confidentially yours claude massoulier is murdered while hunting at the same place as julien vercel  jean louis trintignant   an estate agent who knew him and whose fingerprints are found on massoulier s car  as the police discover that marie christine vercel  caroline sihol   julien s wife  was massoulier s mistress  julien is the prime suspect  but his secretary  barbara becker  fanny ardant   while not quite convinced he is innocent  defends him and leads her private investigations  unknown
2117,Sophie Scholl: The Final Days,Sophie Scholl – Die letzten Tage,"True story of Germany's most famous anti-Nazi heroine brought to thrilling, dramatic life. Sophie Scholl stars Julia Jentsch in a luminous performance as the fearless activist of the underground student resistance group, The White Rose. Armed with long-buried historical records of her incarceration, director Marc Rothemund expertly re-creates the last six days of Sophie Scholl's life.",Unknown,2005-02-13,7.1,109.0,4.972236,117.0,0,0.0,,,,sophie scholl  the final days true story of germany s most famous anti nazi heroine brought to thrilling  dramatic life  sophie scholl stars julia jentsch in a luminous performance as the fearless activist of the underground student resistance group  the white rose  armed with long buried historical records of her incarceration  director marc rothemund expertly re creates the last six days of sophie scholl s life  unknown
1969,Bandidas,Bandidas,"Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists.",Unknown,2006-01-18,5.8,319.0,19.294832,93.0,35000000,10496317.0,,,,bandidas set in the late 19th century  when a ruthless robber baron takes away everything they cherish  a rough and tumble  idealistic peasant and a sophisticated heiress embark on a quest for justice  vengeance and a few good heists  unknown
97936,Sweet November,Sweet November,A woman refuses to let her romances last longer than one month.,Unknown,1968-02-08,8.3,2.0,0.327296,114.0,0,0.0,,,,sweet november a woman refuses to let her romances last longer than one month  unknown
17,The Dark,The Dark,Adèle and her daughter Sarah are traveling on the Welsh coastline to see her husband James when Sarah disappears. A different but similar looking girl appears who says she died in a past time. Adèle tries to discover what happened to her daughter as she is tormented by Celtic mythology from the past.,Unknown,2006-01-26,5.6,76.0,5.691508,87.0,0,0.0,,,,the dark ad le and her daughter sarah are traveling on the welsh coastline to see her husband james when sarah disappears  a different but similar looking girl appears who says she died in a past time  ad le tries to discover what happened to her daughter as she is tormented by celtic mythology from the past  unknown
45726,Julie,Julie,A terrified stewardess is stalked by her psychotic estranged husband.,Unknown,1956-10-17,4.3,6.0,0.535572,99.0,0,0.0,,,,julie a terrified stewardess is stalked by her psychotic estranged husband  unknown
30712,Free Money,Free Money,"The Swede (Marlon Brando), a prison warden, rules his family and his prison with an iron hand in one of the coldest parts of North Dakota. When an inmate dies under mysterious circumstances, however, the FBI sends in agent Karen Polarski (Mira Sorvino) to investigate. On the home front, the sons-in-law of the Swede, Larry (Thomas Haden Church) and Bud (Charlie Sheen) accidentally discover that a train loaded with millions of dollars of unmarked currency slated to be destroyed will soon be passing through. The temptation is too great and the guys hatch a scheme to rob the train. Of course, the biggest obstacle in their way is the Swede.",Unknown,1998-12-03,5.7,9.0,4.003018,93.0,0,0.0,,,,free money the swede  marlon brando   a prison warden  rules his family and his prison with an iron hand in one of the coldest parts of north dakota  when an inmate dies under mysterious circumstances  however  the fbi sends in agent karen polarski  mira sorvino  to investigate  on the home front  the sons in law of the swede  larry  thomas haden church  and bud  charlie sheen  accidentally discover that a train loaded with millions of dollars of unmarked currency slated to be destroyed will soon be passing through  the temptation is too great and the guys hatch a scheme to rob the train  of course  the biggest obstacle in their way is the swede  unknown
292,Dave Chappelle's Block Party,Dave Chappelle's Block Party,"The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio man’s moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.",Unknown,2005-09-12,6.5,29.0,2.092791,100.0,3000000,11718595.0,,,,dave chappelle s block party the american comedian actor delivers a story about the alternative hip hop scene  a small town ohio man s moves to brooklyn  new york  to throw an unprecedented block party  filmed with inspiration from the 1973 documentary wattstax  unknown
77291,Orfeu,Orfeu,"Orfeu is a popular composer from a samba school. He lives in the favela and falls madly in love when he meets Euridice, a newcomer to the neighborhood. But the local drug boss Lucinho stands between them and will drastically change both their lives.",Unknown,1999-04-21,4.9,8.0,0.311017,110.0,0,0.0,,,,orfeu orfeu is a popular composer from a samba school  he lives in the favela and falls madly in love when he meets euridice  a newcomer to the neighborhood  but the local drug boss lucinho stands between them and will drastically change both their lives  unknown
1544,Imagine Me & You,Imagine Me & You,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",Unknown,2005-02-01,7.0,181.0,6.008971,93.0,0,2455831.0,,,,imagine me   you during her wedding ceremony  rachel notices luce in the audience and feels instantly drawn to her  the two women become close friends  and when rachel learns that luce is a lesbian  she realizes that despite her happy marriage to heck  she is falling for luce  as she questions her sexual orientation  rachel must decide between her stable relationship with heck and her exhilarating new romance with luce  unknown
2207,16 Blocks,16 Blocks,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",Unknown,2006-03-01,6.2,675.0,11.887779,105.0,55000000,65664721.0,,,,16 blocks an aging cop is assigned the ordinary task of escorting a fast talking witness from police custody to a courthouse  but they find themselves running the gauntlet as other forces try to prevent them from getting there  unknown
6877,Failure to Launch,Failure to Launch,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",Unknown,2006-03-10,5.5,407.0,9.438013,97.0,50000000,128406887.0,,,,failure to launch tripp  an attractive man in his thirties  is still living with his parents al and sue  tripp s best friends demo and ace are also still living in their parents  homes and seem proud of it  al and sue are not happy  however  and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn t be happier with the result  unknown
950,Ice Age: The Meltdown,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",Unknown,2006-03-23,6.5,3034.0,16.646029,91.0,80000000,660940780.0,,,,ice age  the meltdown diego  manny and sid return in this sequel to the hit animated movie ice age  this time around  the deep freeze is over  and the ice covered earth is starting to melt  which will destroy the trio s cherished valley  the impending disaster prompts them to reunite and warn all the other beasts about the desperate situation  unknown
4173,Stromboli,"Stromboli, terra di dio","After the end of World War II Karen, a young displaced woman from Lithuania, marries Italian fisherman Antonio to get away from her internment camp. But the life on Antonio's island, Stromboli, threatened by its volcano, is a tough one and Karen cannot get used to it. The film is mainly famous for the love affair between Ingrid Bergman and the director, Roberto Rossellini, which started during the production.",Unknown,1950-02-15,6.8,28.0,3.197594,105.0,0,0.0,,,,stromboli after the end of world war ii karen  a young displaced woman from lithuania  marries italian fisherman antonio to get away from her internment camp  but the life on antonio s island  stromboli  threatened by its volcano  is a tough one and karen cannot get used to it  the film is mainly famous for the love affair between ingrid bergman and the director  roberto rossellini  which started during the production  unknown
1967,Ask the Dust,Ask the Dust,"Mexican beauty Camilla hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini, a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm.",Unknown,2006-02-02,5.2,42.0,4.049118,117.0,0,0.0,,,,ask the dust mexican beauty camilla hopes to rise above her station by marrying a wealthy american  that is complicated by meeting arturo bandini  a first generation italian hoping to land a writing career and a blue eyed blonde on his arm  unknown
388,Inside Man,Inside Man,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",Unknown,2006-03-23,7.3,1671.0,13.393548,129.0,45000000,184376254.0,,,,inside man bank robber dalton russell enters a manhattan bank  locks the doors and takes hostages  working methodically and without haste  detective frazier is assigned to negotiate  but his mind is occupied with the corruption charges he is facing  with an army of police surrounding the bank  the thief  the cop and a high profile  fixer  enter high stakes negotiations  unknown
25874,The Illustrated Man,The Illustrated Man,"A man who has a body almost completely covered in tattoos is searching for the woman who cursed him with the ""skin illustrations"". Each tattoo reveals a bizarre story, which is experienced by staring at the scene depicted. When the illustrated man meets a fellow tramp on the road a strange voyage begins.",Unknown,1969-03-26,5.4,15.0,2.237092,103.0,0,0.0,,,,the illustrated man a man who has a body almost completely covered in tattoos is searching for the woman who cursed him with the  skin illustrations   each tattoo reveals a bizarre story  which is experienced by staring at the scene depicted  when the illustrated man meets a fellow tramp on the road a strange voyage begins  unknown
1379,Lights in the Dusk,Laitakaupungin valot,"Koistenin is a sad sack, a man without affect or friends. He's a night-watchman in Helsinki with ideas of starting his own business, but nothing to go with those intentions. He sometimes talks a bit with a woman who runs a snack trailer near his work. Out of the blue, a young sophisticated blonde woman attaches herself to Koistenin. He thinks of her as his girlfriend, he takes her on her rounds.",Unknown,2006-02-03,6.6,27.0,2.329388,78.0,1380000,1615018.0,,,,lights in the dusk koistenin is a sad sack  a man without affect or friends  he s a night watchman in helsinki with ideas of starting his own business  but nothing to go with those intentions  he sometimes talks a bit with a woman who runs a snack trailer near his work  out of the blue  a young sophisticated blonde woman attaches herself to koistenin  he thinks of her as his girlfriend  he takes her on her rounds  unknown
582,The Lives of Others,Das Leben der Anderen,A tragic love story set in East Berlin with the backdrop of an undercover Stasi controlled culture. Stasi captain Wieler is ordered to follow author Dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system.,Unknown,2006-03-15,7.9,977.0,9.02255,137.0,2000000,70000000.0,,,,the lives of others a tragic love story set in east berlin with the backdrop of an undercover stasi controlled culture  stasi captain wieler is ordered to follow author dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system  unknown
52885,The Red and the White,"Csillagosok, Katonák","In 1919, Hungarian Communists aid the Bolsheviks' defeat of Czarists, the Whites. Near the Volga, a monastery and a field hospital are held by one side then the other.",Unknown,1967-11-03,6.8,17.0,1.660758,90.0,0,0.0,,,,the red and the white in 1919  hungarian communists aid the bolsheviks  defeat of czarists  the whites  near the volga  a monastery and a field hospital are held by one side then the other  unknown
186,Lucky Number Slevin,Lucky Number Slevin,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.",Unknown,2006-02-24,7.4,1356.0,11.15092,110.0,27000000,56308881.0,,,,lucky number slevin slevin is mistakenly put in the middle of a personal war between the city s biggest criminal bosses  under constant watch  slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma  a film with many twists and turns  unknown
8410,The Wild Blue Yonder,The Wild Blue Yonder,"An alien narrates the story of his dying planet, his and his people's visitations to Earth and Earth's self-made demise, while human astronauts in space are attempting to find an alternate planet for surviving humans to live on.",Unknown,2005-09-05,5.7,15.0,0.921349,81.0,0,0.0,,,,the wild blue yonder an alien narrates the story of his dying planet  his and his people s visitations to earth and earth s self made demise  while human astronauts in space are attempting to find an alternate planet for surviving humans to live on  unknown
219,Volver,Volver,"Raimunda (Penélope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola Dueñas) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.",Unknown,2006-03-16,7.3,419.0,6.302926,121.0,12899867,85582407.0,,,,volver raimunda  pen lope cruz  works and lives madrid with her husband paco and daughter paula  her sister sole  lola due as  lives nearby and they both miss their mother irene  carmen maura   who died several years ago in a house fire along with their father  a former neighbor from their hometown reports that she has seen the ghost of irene and both daughters do not believe her  after a murder and a family tragedy  irene s spirit materializes around her daughters to help comfort them  unknown
3093,Basic Instinct 2,Basic Instinct 2,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.",Unknown,2006-03-29,4.6,183.0,15.321902,114.0,70000000,38629478.0,,,,basic instinct 2 novelist catherine tramell is once again in trouble with the law  and scotland yard appoints psychiatrist dr  michael glass to evaluate her  though  like detective nick curran before him  glass is entranced by tramell and lured into a seductive game  unknown
460,Go for Zucker,Alles auf Zucker!,Germany director Dani Levy filmed this comedy about Jewish life in today’s Germany along side the familiar east-west conflict. With it great success this film is a joyful comedy of humor and knowledge.,Unknown,2005-01-06,6.6,10.0,1.817069,136.0,0,0.0,,,,go for zucker germany director dani levy filmed this comedy about jewish life in today s germany along side the familiar east west conflict  with it great success this film is a joyful comedy of humor and knowledge  unknown
8998,Friends with Money,Friends with Money,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",Unknown,2006-09-07,5.1,132.0,8.869162,88.0,6500000,13368437.0,,,,friends with money after she quits her lucrative job  olivia finds herself unsure about her future and her relationships with her successful and wealthy friends  unknown
4441,Candy,Candy,"A poet falls in love with an art student, who gravitates to his bohemian lifestyle -- and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self-destruction, and despair.",Unknown,2006-02-15,7.0,152.0,4.772204,116.0,0,2077763.0,,,,candy a poet falls in love with an art student  who gravitates to his bohemian lifestyle    and his love of heroin  hooked as much on one another as they are on the drug  their relationship alternates between states of oblivion  self destruction  and despair  unknown
84954,Secrets of a Soul,Geheimnisse einer Seele,"Werner Krauss, who had played the deranged Dr. Caligari six years earlier, stars as a scientist who is tormented by an irrational fear of knives and the irresistible compulsion to murder his wife. Driven to the brink of madness by fantastic nightmares (designed by Ernö Metzner and photographed by Guido Seeber in a brilliant mix of expressionism and surrealism), he encounters a psychoanalyst who offers to treat the perplexing malady.",Unknown,1926-03-24,5.5,5.0,0.198451,97.0,0,0.0,,,,secrets of a soul werner krauss  who had played the deranged dr  caligari six years earlier  stars as a scientist who is tormented by an irrational fear of knives and the irresistible compulsion to murder his wife  driven to the brink of madness by fantastic nightmares  designed by ern  metzner and photographed by guido seeber in a brilliant mix of expressionism and surrealism   he encounters a psychoanalyst who offers to treat the perplexing malady  unknown
2652,Hard Candy,Hard Candy,"A mature 14-year old girl meets a charming 32-year old photographer on the Internet. Suspecting that he is a pedophile, she goes to his home in an attempt to expose him.",Unknown,2005-01-14,6.8,726.0,9.62025,103.0,950000,7022209.0,,,,hard candy a mature 14 year old girl meets a charming 32 year old photographer on the internet  suspecting that he is a pedophile  she goes to his home in an attempt to expose him  unknown
1629,La Chinoise,La chinoise,"A small group of French students are studying Mao, trying to find out their position in the world and how to change the world to a Maoistic community using terrorism.",Unknown,1967-08-30,7.4,29.0,2.499754,96.0,0,30857.0,,,,la chinoise a small group of french students are studying mao  trying to find out their position in the world and how to change the world to a maoistic community using terrorism  unknown
5820,The Sentinel,The Sentinel,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,Unknown,2006-04-19,5.8,230.0,12.915358,108.0,60000000,77920346.0,,,,the sentinel a secret service agent is framed as the mole in an assassination attempt on the president  he must clear his name and foil another assassination attempt while on the run from a relentless fbi agent  unknown
